town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Poway,1264.6732439046978,388.3910546309757,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Poway,1897.2129332721952,318.0237416348215,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,1454.7419500746114,450.6961265897176,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Poway,805.9705412964686,394.63082811790287,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Poway,928.4525929826783,439.68470789243855,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Poway,1950.8908413051258,363.25422306507085,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Female,Black or African American,Not Hispanic or Latino
Poway,867.0361549966331,368.53149619493126,0,Home purchase,0,Debt-to-income ratio,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,329.93512066201174,395.5632734992108,1,Home purchase,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Poway,-65.25061114631058,404.79637728792835,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Poway,1743.9341700736977,404.542418787954,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Poway,143.55410687439758,381.5505440429896,1,Home purchase,1,,No co-applicant,No co-applicant,Female,Asian,Not Hispanic or Latino
Poway,1021.1522029791686,436.58405266397557,1,Home purchase,0,Other,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Poway,557.2208650405837,356.5900661570341,0,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Poway,1027.3017412281465,386.53313241405766,1,Home purchase,1,,Female,White,Female,White,Not applicable
Poway,770.5255323704741,365.37125022402654,1,Home purchase,0,Mortgage insurance denied,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Poway,822.5903631386229,409.4203478490491,1,Home improvement,1,,Female,White,Male,White,Not Hispanic or Latino
Poway,1921.5566608549436,406.141225141197,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Poway,1316.1767045052047,421.1104633712114,1,Home purchase,1,,Female,Asian,Male,White,Not Hispanic or Latino
Poway,2273.7806202206075,433.6452612315896,1,Home purchase,0,Credit application incomplete,Female,White,Female,White,Not Hispanic or Latino
Poway,1334.4905296965574,329.4588086219126,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Poway,210.80747883956326,353.85538499134077,1,Home purchase,0,Other,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,1549.846226730793,393.6275998396502,1,Home purchase,0,Debt-to-income ratio,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,1509.4156351736176,426.8939752410601,1,Refinancing,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Poway,987.7618403652815,327.59273375564595,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,982.7969022585662,420.1431793436071,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Poway,1129.3910226345322,431.8127448333567,1,Home improvement,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,1531.818792366048,365.2517456009331,1,Refinancing,0,Other,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Poway,408.217853982958,393.9422301866611,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not applicable
Poway,1364.3419412845037,355.07212798054957,1,Home purchase,0,Employment history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Poway,836.2320068786623,435.4153656200782,1,Home purchase,1,,Not applicable,No co-applicant,Female,White,Not Hispanic or Latino
Poway,1925.046183635135,371.997934295387,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Poway,899.133790033588,389.09039084901053,1,Home purchase,1,,Male,Black or African American,Female,White,Not Hispanic or Latino
Poway,1685.8734377118135,361.3932059993192,1,Home purchase,0,Other,Female,White,Male,White,Not Hispanic or Latino
Poway,2151.9893216619635,378.3287767448265,1,Home improvement,1,,Male,White,Female,White,Not Hispanic or Latino
Poway,1724.666287799208,335.4039849392868,1,Home purchase,0,Credit application incomplete,Male,White,Female,White,Not Hispanic or Latino
Poway,1681.4382485801646,354.2941545539037,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not applicable
Poway,2079.463728294385,447.9900696980425,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Poway,1661.8932117928962,504.8659869829012,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Poway,809.3205509526028,452.3281617353079,1,Home purchase,1,,Male,White,Male,White,Not applicable
Poway,1395.3144336068494,341.6513557856852,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Poway,826.1086033713534,326.25499908290885,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Poway,1383.6465100003434,383.96179568245157,0,Home purchase,0,Credit application incomplete,Female,White,Male,White,Not Hispanic or Latino
Poway,920.9260183814879,408.30966342015654,1,Home purchase,0,Employment history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Poway,1180.1704204144091,374.32512539433657,1,Home purchase,0,Other,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,1752.6863127979145,418.72691140077404,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Poway,1473.3340187273732,399.4438253908306,1,Refinancing,1,,Female,White,Male,White,Not Hispanic or Latino
Poway,1846.0466486653195,369.79356041907073,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,756.7496576460856,299.60852730726185,0,Home purchase,0,Collateral,Female,White,Female,White,Not applicable
Poway,1663.1000182278488,431.25613619702733,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Poway,1652.4797056311254,322.92282649476977,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Poway,1416.5249248155937,300.25365329653874,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Poway,1386.4167927321907,342.05342963080057,0,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Poway,2046.1930162407884,348.0728503836315,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Female,White,Not applicable
Poway,1518.6181201549846,459.6754632653187,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,Black or African American,Not applicable
Poway,1802.1773704354482,361.25905728048974,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Poway,1329.2228918194824,386.58757417056364,1,Home purchase,1,,No co-applicant,Not applicable,Male,White,Not Hispanic or Latino
Poway,2743.4062514930483,331.34953799763053,1,Home purchase,0,Mortgage insurance denied,Male,White,Male,White,Not Hispanic or Latino
